alert_id,customer_id,analyst_id,typology,alert_status,risk_score,alert_amount_inr,alert_gen_date,alert_closure_date,days_to_close,sla_days,sla_breached,alert_year,alert_month,alert_quarter,year_month,alert_source,jurisdiction_flag,str_reference,escalated_to_mlro,account_type,region,city,income_range,customer_risk_rating
ALT0009744,CUS000543,ANL015,Trade-Based Money Laundering,True Positive — No STR,37.2,87155.54,2023-06-01,2023-06-20,19.0,20,0.0,2023,6,Q2,2023-06,Manual Referral,,,0,Current,Central,Indore,>50L,High
ALT0009745,CUS001044,ANL017,Structuring / Smurfing,True Positive — STR Filed,52.01,372896.61,2023-03-21,2023-03-26,5.0,20,0.0,2023,3,Q1,2023-03,Watchlist Match,,STR-2023-5868,0,NRE,North,Lucknow,2L-5L,Low
ALT0009746,CUS001750,ANL014,Shell Company Activity,True Positive — No STR,12.53,881033.58,2024-11-12,2024-11-16,4.0,15,0.0,2024,11,Q4,2024-11,Watchlist Match,,,0,NRE,Central,Gwalior,5L-10L,Very High
ALT0009747,CUS001167,ANL011,Trade-Based Money Laundering,False Positive,64.39,209605.0,2022-02-18,2022-03-07,17.0,15,1.0,2022,2,Q1,2022-02,ML Anomaly Model,,,0,Current,East,Kolkata,10L-25L,High
ALT0009748,CUS000259,ANL008,Structuring / Smurfing,False Positive,48.01,16569.42,2023-09-27,2023-09-30,3.0,10,0.0,2023,9,Q3,2023-09,Watchlist Match,,,0,Savings,North,Delhi,10L-25L,Medium
ALT0009749,CUS000867,ANL014,High-Risk Jurisdiction Transfer,Under Investigation,74.28,132332.88,2022-01-26,,,15,,2022,1,Q1,2022-01,Manual Referral,UAE,,0,Savings,West,Nagpur,2L-5L,Low
ALT0009750,CUS001744,ANL009,Dormant Account Reactivation,False Positive,8.68,41832.15,2023-03-20,2023-04-07,18.0,15,1.0,2023,3,Q1,2023-03,Peer Comparison Model,,,0,Fixed Deposit,Central,Gwalior,2L-5L,Medium
ALT0009751,CUS001504,ANL011,Shell Company Activity,Under Investigation,47.51,501257.94,2023-01-06,,,15,,2023,1,Q1,2023-01,Manual Referral,,,0,Savings,East,Bhubaneswar,<2L,High
ALT0009752,CUS000656,ANL016,Suspected Mule Account,False Positive,37.78,593734.97,2023-11-15,2023-11-28,13.0,20,0.0,2023,11,Q4,2023-11,Watchlist Match,,,0,Current,West,Surat,5L-10L,Low
ALT0009753,CUS000970,ANL002,Shell Company Activity,False Positive,94.8,758338.95,2023-02-27,2023-03-20,21.0,10,1.0,2023,2,Q1,2023-02,Peer Comparison Model,,,0,Savings,East,Ranchi,5L-10L,Low
ALT0009754,CUS001202,ANL001,Round-Tripping,Under Investigation,48.37,282976.72,2024-10-20,,,10,,2024,10,Q4,2024-10,Watchlist Match,,,0,Fixed Deposit,West,Mumbai,<2L,Low
ALT0009755,CUS000287,ANL014,Unusual Cash Activity,Pending Review,20.98,786980.96,2024-03-06,,,15,,2024,3,Q1,2024-03,Watchlist Match,,,0,Overdraft,Central,Indore,10L-25L,Low
ALT0009756,CUS001751,ANL008,PEP-Related Transaction,True Positive — No STR,7.61,220835.64,2023-11-02,2023-11-11,9.0,10,0.0,2023,11,Q4,2023-11,Rule-Based Engine,,,0,Current,West,Nagpur,2L-5L,Low
ALT0009757,CUS001569,ANL003,Round-Tripping,True Positive — STR Filed,93.56,116710.32,2024-07-26,2024-08-14,19.0,10,1.0,2024,7,Q3,2024-07,Manual Referral,,STR-2024-1084,0,Overdraft,South,Kochi,10L-25L,Medium
ALT0009758,CUS001552,ANL009,Structuring / Smurfing,Pending Review,60.56,533503.56,2024-03-11,,,15,,2024,3,Q1,2024-03,Peer Comparison Model,,,0,Savings,South,Kochi,5L-10L,Very High
ALT0009759,CUS001627,ANL014,High-Risk Jurisdiction Transfer,True Positive — STR Filed,31.62,20609.76,2022-12-05,2022-12-12,7.0,15,0.0,2022,12,Q4,2022-12,ML Anomaly Model,UAE,STR-2022-1409,0,Savings,East,Bhubaneswar,25L-50L,Medium
ALT0009760,CUS000720,ANL011,Rapid Fund Movement,False Positive,95.36,258575.64,2024-10-03,2024-10-19,16.0,15,1.0,2024,10,Q4,2024-10,Rule-Based Engine,,,0,Overdraft,East,Kolkata,2L-5L,Medium
ALT0009761,CUS001434,ANL010,Suspected Mule Account,True Positive — STR Filed,15.04,1068264.12,2024-09-10,2024-09-17,7.0,15,0.0,2024,9,Q3,2024-09,Manual Referral,,STR-2024-6657,0,Current,South,Hyderabad,2L-5L,Low
ALT0009762,CUS000537,ANL009,Dormant Account Reactivation,False Positive,30.95,4807561.65,2023-08-08,2023-08-23,15.0,15,0.0,2023,8,Q3,2023-08,Rule-Based Engine,,,0,Savings,Central,Gwalior,5L-10L,Low
ALT0009763,CUS001184,ANL007,Round-Tripping,True Positive — STR Filed,94.94,63286.35,2023-05-24,2023-06-05,12.0,10,1.0,2023,5,Q2,2023-05,Watchlist Match,,STR-2023-2762,0,Fixed Deposit,East,Kolkata,10L-25L,Medium
ALT0009764,CUS000364,ANL002,High-Risk Jurisdiction Transfer,True Positive — STR Filed,27.8,282031.24,2022-06-09,2022-06-15,6.0,10,0.0,2022,6,Q2,2022-06,Watchlist Match,British Virgin Islands,STR-2022-5980,0,Savings,South,Bengaluru,5L-10L,Medium
ALT0009765,CUS000870,ANL003,Rapid Fund Movement,True Positive — No STR,65.07,118804.73,2022-08-08,2022-08-31,23.0,10,1.0,2022,8,Q3,2022-08,Peer Comparison Model,,,0,NRO,North,Chandigarh,25L-50L,Low
ALT0009766,CUS001597,ANL009,High-Risk Jurisdiction Transfer,True Positive — STR Filed,78.45,47119.35,2022-01-01,2022-01-27,26.0,15,1.0,2022,1,Q1,2022-01,ML Anomaly Model,Malta,STR-2022-1715,0,Savings,North,Delhi,2L-5L,Medium
ALT0009767,CUS001360,ANL017,Trade-Based Money Laundering,True Positive — No STR,75.68,356460.69,2022-03-05,2022-03-31,26.0,20,1.0,2022,3,Q1,2022-03,Rule-Based Engine,,,0,Savings,East,Bhubaneswar,10L-25L,Medium
ALT0009768,CUS000014,ANL003,High-Risk Jurisdiction Transfer,True Positive — STR Filed,82.82,111159.59,2022-04-13,2022-04-22,9.0,10,0.0,2022,4,Q2,2022-04,Peer Comparison Model,Cyprus,STR-2022-1521,0,Current,North,Jaipur,5L-10L,Low
ALT0009769,CUS001850,ANL004,PEP-Related Transaction,Escalated to MLRO,58.56,456050.28,2022-01-23,2022-02-11,19.0,10,1.0,2022,1,Q1,2022-01,ML Anomaly Model,,,1,Savings,North,Amritsar,<2L,Medium
ALT0009770,CUS000580,ANL009,PEP-Related Transaction,False Positive,70.58,48577.66,2023-07-16,2023-07-23,7.0,15,0.0,2023,7,Q3,2023-07,Manual Referral,,,0,Savings,East,Guwahati,5L-10L,Low
ALT0009771,CUS000817,ANL010,Round-Tripping,True Positive — STR Filed,59.06,21366.64,2022-01-01,2022-01-23,22.0,15,1.0,2022,1,Q1,2022-01,ML Anomaly Model,,STR-2022-3312,0,Overdraft,Central,Bhopal,2L-5L,Medium
ALT0009772,CUS000491,ANL016,Round-Tripping,False Positive,2.07,185126.2,2023-09-14,2023-10-09,25.0,20,1.0,2023,9,Q3,2023-09,Manual Referral,,,0,Savings,East,Bhubaneswar,5L-10L,High
ALT0009773,CUS000643,ANL003,High-Risk Jurisdiction Transfer,Escalated to MLRO,17.51,3154.52,2024-06-30,2024-07-19,19.0,10,1.0,2024,6,Q2,2024-06,ML Anomaly Model,UAE,,1,Overdraft,South,Hyderabad,5L-10L,Low
ALT0009774,CUS001260,ANL019,PEP-Related Transaction,True Positive — No STR,88.87,1813227.08,2024-02-21,2024-03-16,24.0,30,0.0,2024,2,Q1,2024-02,Peer Comparison Model,,,0,Overdraft,North,Delhi,5L-10L,Low
ALT0009775,CUS001731,ANL012,Trade-Based Money Laundering,True Positive — No STR,47.93,171657.33,2022-11-23,2022-11-29,6.0,15,0.0,2022,11,Q4,2022-11,Watchlist Match,,,0,NRO,North,Lucknow,5L-10L,Low
ALT0009776,CUS001245,ANL012,Suspected Mule Account,True Positive — STR Filed,80.78,7033656.2,2022-07-19,2022-08-10,22.0,15,1.0,2022,7,Q3,2022-07,ML Anomaly Model,,STR-2022-8618,0,NRE,West,Ahmedabad,2L-5L,Medium
ALT0009777,CUS000558,ANL018,High-Risk Jurisdiction Transfer,False Positive,62.98,18751.75,2022-04-20,2022-05-12,22.0,20,1.0,2022,4,Q2,2022-04,Manual Referral,Malta,,0,NRE,East,Kolkata,<2L,Medium
ALT0009778,CUS000727,ANL016,Unusual Cash Activity,False Positive,68.18,1350059.08,2024-01-24,2024-02-20,27.0,20,1.0,2024,1,Q1,2024-01,Manual Referral,,,0,Overdraft,East,Patna,2L-5L,Low
ALT0009779,CUS000681,ANL007,Unusual Cash Activity,False Positive,35.56,177203.89,2023-03-17,2023-04-02,16.0,10,1.0,2023,3,Q1,2023-03,Watchlist Match,,,0,Savings,North,Lucknow,5L-10L,Low
ALT0009780,CUS001298,ANL011,Unusual Cash Activity,False Positive,10.77,349827.72,2023-01-26,2023-01-28,2.0,15,0.0,2023,1,Q1,2023-01,Peer Comparison Model,,,0,Savings,West,Mumbai,5L-10L,High
ALT0009781,CUS001594,ANL009,Shell Company Activity,True Positive — STR Filed,34.86,502341.84,2024-05-16,2024-05-28,12.0,15,0.0,2024,5,Q2,2024-05,Peer Comparison Model,,STR-2024-7796,0,Fixed Deposit,Central,Gwalior,25L-50L,Low
ALT0009782,CUS000036,ANL006,Dormant Account Reactivation,False Positive,57.02,690184.86,2024-02-03,2024-02-11,8.0,10,0.0,2024,2,Q1,2024-02,Peer Comparison Model,,,0,Fixed Deposit,North,Delhi,2L-5L,Low
ALT0009783,CUS000723,ANL001,Unusual Cash Activity,True Positive — STR Filed,64.71,61789.23,2022-06-05,2022-06-14,9.0,10,0.0,2022,6,Q2,2022-06,Peer Comparison Model,,STR-2022-4110,0,Current,North,Jaipur,10L-25L,Low
ALT0009784,CUS001563,ANL016,High-Risk Jurisdiction Transfer,True Positive — No STR,7.6,3026046.97,2023-07-28,2023-08-11,14.0,20,0.0,2023,7,Q3,2023-07,Rule-Based Engine,British Virgin Islands,,0,Savings,East,Bhubaneswar,<2L,Medium
ALT0009785,CUS000888,ANL016,Suspected Mule Account,True Positive — STR Filed,92.42,30428.01,2024-05-05,2024-05-21,16.0,20,0.0,2024,5,Q2,2024-05,Rule-Based Engine,,STR-2024-3190,0,NRE,Central,Raipur,2L-5L,Medium
ALT0009786,CUS000628,ANL012,Unusual Cash Activity,False Positive,28.84,5638461.51,2022-02-15,2022-03-09,22.0,15,1.0,2022,2,Q1,2022-02,Manual Referral,,,0,Savings,Central,Jabalpur,5L-10L,High
ALT0009787,CUS001075,ANL006,High-Risk Jurisdiction Transfer,True Positive — No STR,26.43,81527.46,2023-09-02,2023-09-05,3.0,10,0.0,2023,9,Q3,2023-09,Peer Comparison Model,Hong Kong,,0,Fixed Deposit,South,Hyderabad,5L-10L,Low
ALT0009788,CUS000262,ANL020,Rapid Fund Movement,False Positive,73.71,22288.87,2022-03-13,2022-03-20,7.0,30,0.0,2022,3,Q1,2022-03,Peer Comparison Model,,,0,Overdraft,Central,Bhopal,10L-25L,Low
ALT0009789,CUS001949,ANL006,Unusual Cash Activity,Under Investigation,21.59,275773.93,2022-09-03,,,10,,2022,9,Q3,2022-09,Manual Referral,,,0,NRE,East,Ranchi,25L-50L,Medium
ALT0009790,CUS000563,ANL003,Unusual Cash Activity,False Positive,41.19,35532.46,2023-09-11,2023-09-22,11.0,10,1.0,2023,9,Q3,2023-09,Manual Referral,,,0,Overdraft,East,Patna,2L-5L,Medium
ALT0009791,CUS000648,ANL013,Trade-Based Money Laundering,False Positive,36.21,185838.88,2022-10-18,2022-11-12,25.0,15,1.0,2022,10,Q4,2022-10,Watchlist Match,,,0,Savings,South,Hyderabad,25L-50L,Low
ALT0009792,CUS001605,ANL016,Shell Company Activity,True Positive — No STR,28.42,14913.56,2023-06-23,2023-07-01,8.0,20,0.0,2023,6,Q2,2023-06,ML Anomaly Model,,,0,Current,Central,Indore,2L-5L,Medium
ALT0009793,CUS001236,ANL005,Rapid Fund Movement,Escalated to MLRO,33.36,318990.12,2024-07-24,2024-07-29,5.0,10,0.0,2024,7,Q3,2024-07,Peer Comparison Model,,,1,Current,South,Coimbatore,5L-10L,Low
ALT0009794,CUS001943,ANL014,Dormant Account Reactivation,False Positive,87.12,128771.16,2023-02-24,2023-03-23,27.0,15,1.0,2023,2,Q1,2023-02,ML Anomaly Model,,,0,Current,Central,Bhopal,25L-50L,Low
ALT0009795,CUS001530,ANL014,Unusual Cash Activity,False Positive,47.24,146247.91,2022-09-04,2022-09-21,17.0,15,1.0,2022,9,Q3,2022-09,ML Anomaly Model,,,0,Savings,North,Lucknow,2L-5L,Very High
ALT0009796,CUS001459,ANL011,Rapid Fund Movement,True Positive — STR Filed,48.0,578161.7,2022-03-04,2022-03-11,7.0,15,0.0,2022,3,Q1,2022-03,ML Anomaly Model,,STR-2022-7060,0,Fixed Deposit,South,Coimbatore,2L-5L,Medium
ALT0009797,CUS001418,ANL004,Structuring / Smurfing,True Positive — STR Filed,99.13,4067844.39,2024-09-02,2024-09-08,6.0,10,0.0,2024,9,Q3,2024-09,Manual Referral,,STR-2024-1019,0,Savings,East,Patna,2L-5L,Low
ALT0009798,CUS001817,ANL009,Trade-Based Money Laundering,Under Investigation,58.9,466540.04,2022-12-24,,,15,,2022,12,Q4,2022-12,Manual Referral,,,0,Current,North,Lucknow,2L-5L,Medium
ALT0009799,CUS001291,ANL016,Dormant Account Reactivation,Under Investigation,42.6,16117045.92,2022-01-30,,,20,,2022,1,Q1,2022-01,Watchlist Match,,,0,Savings,West,Mumbai,10L-25L,Medium
ALT0009800,CUS001850,ANL016,Dormant Account Reactivation,False Positive,46.56,10650.17,2022-08-19,2022-09-06,18.0,20,0.0,2022,8,Q3,2022-08,Peer Comparison Model,,,0,Savings,North,Amritsar,<2L,Medium
ALT0009801,CUS001394,ANL014,Trade-Based Money Laundering,True Positive — STR Filed,66.74,491521.73,2022-06-26,2022-07-07,11.0,15,0.0,2022,6,Q2,2022-06,Manual Referral,,STR-2022-3420,0,Savings,East,Ranchi,5L-10L,Medium
ALT0009802,CUS001324,ANL014,Shell Company Activity,False Positive,49.34,17893.61,2023-04-26,2023-05-04,8.0,15,0.0,2023,4,Q2,2023-04,ML Anomaly Model,,,0,Fixed Deposit,East,Kolkata,10L-25L,Low
ALT0009803,CUS001677,ANL003,High-Risk Jurisdiction Transfer,True Positive — STR Filed,17.17,18171.94,2024-07-21,2024-07-28,7.0,10,0.0,2024,7,Q3,2024-07,Watchlist Match,Cyprus,STR-2024-4570,0,Savings,Central,Bhopal,10L-25L,Very High
ALT0009804,CUS000548,ANL014,Unusual Cash Activity,False Positive,5.44,780898.82,2023-07-14,2023-07-24,10.0,15,0.0,2023,7,Q3,2023-07,Rule-Based Engine,,,0,Savings,South,Kochi,5L-10L,Low
ALT0009805,CUS001992,ANL009,Round-Tripping,True Positive — STR Filed,85.97,48546.93,2023-07-08,2023-07-14,6.0,15,0.0,2023,7,Q3,2023-07,Manual Referral,,STR-2023-6281,0,Savings,West,Pune,2L-5L,Low
ALT0009806,CUS001066,ANL015,Rapid Fund Movement,True Positive — No STR,25.68,186273.58,2022-02-16,2022-02-24,8.0,20,0.0,2022,2,Q1,2022-02,Manual Referral,,,0,Current,North,Lucknow,5L-10L,Medium
ALT0009807,CUS001944,ANL020,High-Risk Jurisdiction Transfer,Escalated to MLRO,58.72,2900.47,2024-09-09,2024-09-15,6.0,30,0.0,2024,9,Q3,2024-09,ML Anomaly Model,Malta,,1,Overdraft,East,Kolkata,2L-5L,Medium
ALT0009808,CUS001265,ANL020,High-Risk Jurisdiction Transfer,True Positive — No STR,16.1,27377.03,2022-05-10,2022-06-12,33.0,30,1.0,2022,5,Q2,2022-05,Rule-Based Engine,Seychelles,,0,Fixed Deposit,West,Surat,10L-25L,High
ALT0009809,CUS001307,ANL010,High-Risk Jurisdiction Transfer,False Positive,61.12,142777.45,2022-11-10,2022-11-22,12.0,15,0.0,2022,11,Q4,2022-11,Manual Referral,Malta,,0,Savings,West,Pune,10L-25L,Low
ALT0009810,CUS000079,ANL019,High-Risk Jurisdiction Transfer,True Positive — STR Filed,10.71,2727.63,2023-03-18,2023-03-25,7.0,30,0.0,2023,3,Q1,2023-03,Rule-Based Engine,Malta,STR-2023-2098,0,NRO,East,Patna,5L-10L,Low
ALT0009811,CUS000552,ANL006,PEP-Related Transaction,True Positive — STR Filed,7.23,3427614.76,2022-05-14,2022-05-15,1.0,10,0.0,2022,5,Q2,2022-05,ML Anomaly Model,,STR-2022-4028,0,Current,North,Chandigarh,5L-10L,Low
ALT0009812,CUS001527,ANL018,Rapid Fund Movement,False Positive,96.17,4055.66,2024-03-25,2024-03-30,5.0,20,0.0,2024,3,Q1,2024-03,Manual Referral,,,0,Savings,South,Coimbatore,5L-10L,High
ALT0009813,CUS000844,ANL019,PEP-Related Transaction,Escalated to MLRO,38.09,520350.51,2024-02-12,2024-02-29,17.0,30,0.0,2024,2,Q1,2024-02,Watchlist Match,,,1,Current,Central,Gwalior,<2L,High
ALT0009814,CUS000298,ANL016,Shell Company Activity,False Positive,99.45,6504296.96,2022-03-03,2022-03-04,1.0,20,0.0,2022,3,Q1,2022-03,Peer Comparison Model,,,0,Current,North,Lucknow,<2L,Medium
ALT0009815,CUS000683,ANL003,Unusual Cash Activity,False Positive,12.54,11641997.53,2022-03-18,2022-03-29,11.0,10,1.0,2022,3,Q1,2022-03,Watchlist Match,,,0,Fixed Deposit,North,Amritsar,10L-25L,Low
ALT0009816,CUS001163,ANL003,Unusual Cash Activity,False Positive,49.5,936759.38,2024-10-15,2024-10-22,7.0,10,0.0,2024,10,Q4,2024-10,Manual Referral,,,0,Savings,North,Jaipur,5L-10L,High
ALT0009817,CUS001293,ANL014,High-Risk Jurisdiction Transfer,True Positive — STR Filed,4.38,87407.47,2024-06-04,2024-06-15,11.0,15,0.0,2024,6,Q2,2024-06,Watchlist Match,Malta,STR-2024-2316,0,Current,East,Patna,<2L,Medium
ALT0009818,CUS001472,ANL013,Shell Company Activity,Pending Review,76.48,37371.93,2024-08-11,,,15,,2024,8,Q3,2024-08,Rule-Based Engine,,,0,Savings,South,Kochi,<2L,Medium
ALT0009819,CUS001582,ANL015,Structuring / Smurfing,Escalated to MLRO,91.86,120901.51,2024-04-24,2024-05-19,25.0,20,1.0,2024,4,Q2,2024-04,Manual Referral,,,1,Savings,South,Hyderabad,2L-5L,Medium
ALT0009820,CUS000940,ANL007,Round-Tripping,False Positive,2.96,196883.17,2022-12-25,2022-12-27,2.0,10,0.0,2022,12,Q4,2022-12,Manual Referral,,,0,NRO,West,Ahmedabad,2L-5L,Low
ALT0009821,CUS000274,ANL020,High-Risk Jurisdiction Transfer,Under Investigation,69.17,595554.18,2022-01-28,,,30,,2022,1,Q1,2022-01,Manual Referral,UAE,,0,Savings,South,Chennai,5L-10L,Medium
ALT0009822,CUS001451,ANL020,Rapid Fund Movement,True Positive — STR Filed,56.74,4677.6,2022-04-01,2022-04-14,13.0,30,0.0,2022,4,Q2,2022-04,ML Anomaly Model,,STR-2022-8500,0,Savings,South,Coimbatore,5L-10L,Low
ALT0009823,CUS000574,ANL014,Unusual Cash Activity,False Positive,9.59,163657.51,2022-05-10,2022-05-20,10.0,15,0.0,2022,5,Q2,2022-05,Rule-Based Engine,,,0,NRO,Central,Jabalpur,25L-50L,Low
ALT0009824,CUS000717,ANL012,Unusual Cash Activity,True Positive — STR Filed,45.5,386056.44,2023-07-30,2023-08-04,5.0,15,0.0,2023,7,Q3,2023-07,Peer Comparison Model,,STR-2023-3246,0,Savings,South,Coimbatore,<2L,Medium
ALT0009825,CUS000947,ANL009,Structuring / Smurfing,Under Investigation,19.0,165279.28,2023-07-31,,,15,,2023,7,Q3,2023-07,ML Anomaly Model,,,0,Savings,West,Mumbai,<2L,High
ALT0009826,CUS000638,ANL008,Shell Company Activity,Under Investigation,58.4,135237.7,2024-09-08,,,10,,2024,9,Q3,2024-09,Rule-Based Engine,,,0,NRE,North,Jaipur,5L-10L,Medium
ALT0009827,CUS001974,ANL004,Structuring / Smurfing,Pending Review,92.99,55318.9,2023-02-20,,,10,,2023,2,Q1,2023-02,ML Anomaly Model,,,0,Overdraft,West,Ahmedabad,25L-50L,Low
ALT0009828,CUS000650,ANL011,Shell Company Activity,True Positive — STR Filed,96.28,30131.79,2023-07-02,2023-07-04,2.0,15,0.0,2023,7,Q3,2023-07,Rule-Based Engine,,STR-2023-9609,0,Current,West,Nagpur,10L-25L,Low
ALT0009829,CUS000937,ANL012,Unusual Cash Activity,False Positive,97.77,681180.57,2022-02-19,2022-03-11,20.0,15,1.0,2022,2,Q1,2022-02,Manual Referral,,,0,Overdraft,Central,Jabalpur,2L-5L,Low
ALT0009830,CUS000611,ANL009,Rapid Fund Movement,True Positive — No STR,0.3,2156134.91,2023-07-11,2023-07-15,4.0,15,0.0,2023,7,Q3,2023-07,Manual Referral,,,0,Savings,West,Ahmedabad,10L-25L,Low
ALT0009831,CUS001170,ANL006,Rapid Fund Movement,True Positive — No STR,60.76,304797.07,2023-01-21,2023-02-02,12.0,10,1.0,2023,1,Q1,2023-01,Peer Comparison Model,,,0,NRO,North,Lucknow,2L-5L,Low
ALT0009832,CUS000967,ANL015,Unusual Cash Activity,False Positive,71.08,48166.53,2023-04-26,2023-05-07,11.0,20,0.0,2023,4,Q2,2023-04,Peer Comparison Model,,,0,Fixed Deposit,East,Kolkata,10L-25L,Medium
ALT0009833,CUS001060,ANL001,Suspected Mule Account,True Positive — STR Filed,67.83,2897533.16,2024-07-06,2024-07-14,8.0,10,0.0,2024,7,Q3,2024-07,Manual Referral,,STR-2024-4009,0,Savings,South,Coimbatore,25L-50L,Low
ALT0009834,CUS001799,ANL019,Structuring / Smurfing,True Positive — STR Filed,30.79,1426298.83,2022-01-04,2022-01-12,8.0,30,0.0,2022,1,Q1,2022-01,Watchlist Match,,STR-2022-3126,0,Fixed Deposit,South,Bengaluru,2L-5L,Low
ALT0009835,CUS001285,ANL020,Rapid Fund Movement,False Positive,17.4,13618.88,2022-04-01,2022-04-19,18.0,30,0.0,2022,4,Q2,2022-04,Rule-Based Engine,,,0,Savings,South,Hyderabad,2L-5L,High
ALT0009836,CUS000282,ANL004,Unusual Cash Activity,False Positive,28.82,184063.71,2024-06-10,2024-06-19,9.0,10,0.0,2024,6,Q2,2024-06,Watchlist Match,,,0,NRE,West,Mumbai,5L-10L,Very High
ALT0009837,CUS000957,ANL015,High-Risk Jurisdiction Transfer,Pending Review,34.84,203914.42,2024-09-27,,,20,,2024,9,Q3,2024-09,ML Anomaly Model,Malta,,0,Savings,Central,Indore,5L-10L,Medium
ALT0009838,CUS000739,ANL011,Round-Tripping,Pending Review,56.93,28226.61,2023-04-20,,,15,,2023,4,Q2,2023-04,ML Anomaly Model,,,0,Savings,North,Chandigarh,2L-5L,Low
ALT0009839,CUS000234,ANL015,Structuring / Smurfing,False Positive,54.37,78214.21,2022-04-07,2022-04-25,18.0,20,0.0,2022,4,Q2,2022-04,ML Anomaly Model,,,0,Overdraft,West,Ahmedabad,2L-5L,Medium
ALT0009840,CUS000447,ANL017,PEP-Related Transaction,True Positive — STR Filed,45.42,522775.91,2023-08-10,2023-09-04,25.0,20,1.0,2023,8,Q3,2023-08,ML Anomaly Model,,STR-2023-8192,0,Current,East,Kolkata,>50L,Medium
ALT0009841,CUS001814,ANL011,Round-Tripping,False Positive,90.82,425530.5,2024-01-16,2024-01-27,11.0,15,0.0,2024,1,Q1,2024-01,Manual Referral,,,0,Savings,South,Chennai,5L-10L,High
ALT0009842,CUS001342,ANL010,Trade-Based Money Laundering,True Positive — No STR,92.26,140723.87,2022-07-01,2022-07-09,8.0,15,0.0,2022,7,Q3,2022-07,Manual Referral,,,0,Fixed Deposit,Central,Jabalpur,2L-5L,Medium
ALT0009843,CUS001947,ANL001,Structuring / Smurfing,False Positive,47.76,1856427.09,2024-01-23,2024-02-13,21.0,10,1.0,2024,1,Q1,2024-01,Rule-Based Engine,,,0,Savings,North,Jaipur,5L-10L,Low
ALT0009844,CUS000204,ANL008,Shell Company Activity,True Positive — STR Filed,63.51,571818.55,2024-07-23,2024-08-03,11.0,10,1.0,2024,7,Q3,2024-07,Manual Referral,,STR-2024-3700,0,Fixed Deposit,West,Nagpur,5L-10L,Low
ALT0009845,CUS001406,ANL003,Round-Tripping,True Positive — STR Filed,38.78,120918.53,2024-08-25,2024-09-03,9.0,10,0.0,2024,8,Q3,2024-08,Peer Comparison Model,,STR-2024-4423,0,Overdraft,West,Mumbai,2L-5L,Low
ALT0009846,CUS001903,ANL004,Round-Tripping,True Positive — STR Filed,50.56,191345.69,2022-12-02,2022-12-14,12.0,10,1.0,2022,12,Q4,2022-12,ML Anomaly Model,,STR-2022-9646,0,Current,West,Pune,2L-5L,Low
ALT0009847,CUS001461,ANL011,Rapid Fund Movement,True Positive — STR Filed,86.36,1655374.54,2024-02-04,2024-02-11,7.0,15,0.0,2024,2,Q1,2024-02,Watchlist Match,,STR-2024-7209,0,NRO,Central,Jabalpur,5L-10L,Medium
ALT0009848,CUS000670,ANL011,Rapid Fund Movement,False Positive,33.96,2291420.49,2024-01-31,2024-02-16,16.0,15,1.0,2024,1,Q1,2024-01,Manual Referral,,,0,NRE,North,Lucknow,<2L,High
ALT0009849,CUS001273,ANL005,PEP-Related Transaction,Escalated to MLRO,30.68,118491.66,2022-10-26,2022-10-29,3.0,10,0.0,2022,10,Q4,2022-10,Rule-Based Engine,,,1,Savings,East,Kolkata,5L-10L,Medium
ALT0009850,CUS000542,ANL013,High-Risk Jurisdiction Transfer,False Positive,96.74,2949444.99,2023-10-19,2023-10-27,8.0,15,0.0,2023,10,Q4,2023-10,ML Anomaly Model,British Virgin Islands,,0,Savings,East,Patna,10L-25L,Medium
ALT0009851,CUS001046,ANL004,High-Risk Jurisdiction Transfer,False Positive,76.1,1225193.35,2023-12-12,2023-12-13,1.0,10,0.0,2023,12,Q4,2023-12,ML Anomaly Model,British Virgin Islands,,0,Savings,Central,Gwalior,2L-5L,Low
ALT0009852,CUS000877,ANL016,High-Risk Jurisdiction Transfer,False Positive,35.3,24041.82,2024-04-13,2024-04-30,17.0,20,0.0,2024,4,Q2,2024-04,Rule-Based Engine,Cyprus,,0,Savings,West,Pune,2L-5L,Low
ALT0009853,CUS000246,ANL019,High-Risk Jurisdiction Transfer,Under Investigation,35.34,6714.46,2022-12-23,,,30,,2022,12,Q4,2022-12,ML Anomaly Model,British Virgin Islands,,0,Fixed Deposit,West,Pune,5L-10L,Medium
ALT0009854,CUS000703,ANL019,Dormant Account Reactivation,False Positive,91.95,1107295.77,2024-04-02,2024-05-02,30.0,30,0.0,2024,4,Q2,2024-04,Peer Comparison Model,,,0,NRE,Central,Gwalior,2L-5L,Low
ALT0009855,CUS000319,ANL001,Shell Company Activity,False Positive,34.47,41599.74,2024-02-02,2024-02-19,17.0,10,1.0,2024,2,Q1,2024-02,Manual Referral,,,0,Savings,North,Chandigarh,5L-10L,High
ALT0009856,CUS000718,ANL016,Trade-Based Money Laundering,Pending Review,46.97,72777.68,2024-08-15,,,20,,2024,8,Q3,2024-08,Peer Comparison Model,,,0,Fixed Deposit,South,Hyderabad,5L-10L,Medium
ALT0009857,CUS000568,ANL004,Unusual Cash Activity,Under Investigation,23.21,988255.04,2023-12-13,,,10,,2023,12,Q4,2023-12,Manual Referral,,,0,Current,Central,Raipur,5L-10L,High
